make,model_year,engine_type,vehicle_age,mileage,driving_condition,service_interval,days_since_service,oil_level,tire_pressure,brake_wear,fault_codes,maintenance_cost
BMW,2014,electric,10,78755.8,mixed,365,203,N/A,30.9,100.0,1,571.9
BMW,2010,electric,14,152906.9,highway,365,317,N/A,38.4,100.0,1,449.37
Chevrolet,2015,diesel,9,205512.7,highway,365,256,Medium,34.2,100.0,3,1008.11
Honda,2020,diesel,4,48767.0,city,365,16,High,35.3,100.0,0,578.3
Honda,2013,gas,11,360548.5,city,90,15,High,33.4,100.0,1,644.93
Tesla,2011,gas,13,474830.8,city,180,8,High,32.5,100.0,1,434.36
Toyota,2010,diesel,14,423825.6,city,90,52,Medium,33.0,100.0,1,871.34
Tesla,2023,electric,1,34917.2,city,365,200,N/A,33.7,95.4,0,396.99
Honda,2020,diesel,4,47466.1,city,365,58,High,29.7,100.0,1,786.66
Toyota,2010,diesel,14,149880.2,mixed,90,8,High,35.3,100.0,2,796.34
Chevrolet,2019,gas,5,90350.4,highway,365,139,High,36.4,100.0,0,496.1
Honda,2022,electric,2,48211.8,mixed,365,118,N/A,32.4,93.0,0,277.55
Chevrolet,2013,diesel,11,371109.1,mixed,365,40,High,31.4,100.0,2,693.84
Honda,2021,diesel,3,89864.3,highway,90,14,High,30.8,100.0,1,658.4
BMW,2022,diesel,2,47087.6,city,180,65,High,38.3,100.0,0,525.54
Chevrolet,2017,gas,7,199328.3,mixed,90,74,Low,31.6,100.0,0,628.17
Toyota,2013,gas,11,177053.9,mixed,180,10,High,35.0,100.0,0,541.6
Tesla,2019,gas,5,167818.6,city,180,7,High,32.4,100.0,0,450.96
Toyota,2010,diesel,14,505985.3,mixed,90,54,Medium,32.3,100.0,0,602.03
Tesla,2022,electric,2,19150.5,mixed,365,133,N/A,30.7,35.4,1,118.56
Chevrolet,2011,electric,13,269795.3,mixed,365,180,N/A,30.1,100.0,2,456.16
BMW,2011,gas,13,388688.9,city,365,354,Low,35.2,100.0,2,622.26
BMW,2011,gas,13,388873.2,city,365,71,High,30.0,100.0,1,377.68
BMW,2014,electric,10,76879.7,mixed,365,112,N/A,34.4,100.0,3,642.48
Ford,2016,electric,8,195609.4,highway,365,106,N/A,33.3,100.0,0,465.26
Chevrolet,2015,electric,9,234408.0,mixed,90,33,N/A,35.3,100.0,1,477.71
Honda,2020,diesel,4,132247.1,city,180,56,High,31.2,100.0,0,460.15
Chevrolet,2023,diesel,1,11848.7,highway,180,116,Medium,36.2,20.1,1,277.14
BMW,2016,electric,8,197021.8,city,365,119,N/A,32.6,100.0,2,712.2
Tesla,2018,diesel,6,209923.0,mixed,365,146,High,40.0,100.0,0,616.74
BMW,2018,gas,6,162206.2,city,90,70,Low,28.2,100.0,0,553.04
BMW,2010,electric,14,154232.3,highway,365,209,N/A,40.0,100.0,2,566.47
Ford,2012,electric,12,327807.0,mixed,180,39,N/A,32.6,100.0,1,393.14
Honda,2021,electric,3,98255.7,highway,90,13,N/A,33.7,100.0,0,451.91
Honda,2022,diesel,2,53798.2,city,90,80,Low,31.2,100.0,0,727.78
BMW,2016,electric,8,194763.0,city,365,313,N/A,28.3,100.0,0,455.52
BMW,2015,diesel,9,149257.7,mixed,365,108,High,31.4,100.0,1,777.52
Tesla,2018,electric,6,116905.4,mixed,365,347,N/A,31.9,100.0,0,441.91
Tesla,2023,gas,1,27875.4,city,365,49,High,33.5,76.6,0,261.19
Chevrolet,2017,gas,7,197621.6,mixed,90,19,High,36.4,100.0,1,638.11
BMW,2012,gas,12,374829.6,city,90,35,High,33.6,100.0,2,836.39
Ford,2015,diesel,9,315984.4,mixed,180,116,Medium,33.6,100.0,2,827.84
Honda,2013,diesel,11,133165.1,city,180,26,High,34.2,100.0,3,921.92
Toyota,2011,electric,13,352495.8,city,180,31,N/A,27.7,100.0,1,549.28
Tesla,2012,gas,12,205279.2,mixed,180,0,High,28.0,100.0,1,495.48
Tesla,2020,gas,4,39550.5,highway,365,272,Medium,28.5,55.7,0,215.83
Toyota,2023,electric,1,19850.7,mixed,365,136,N/A,31.9,38.4,0,78.11
Chevrolet,2015,electric,9,258907.1,highway,90,83,N/A,27.4,100.0,2,583.83
BMW,2012,gas,12,372685.7,city,90,44,High,30.9,100.0,0,589.78
Tesla,2014,gas,10,253834.7,highway,90,65,Medium,28.9,100.0,2,647.48
Ford,2014,diesel,10,265813.7,mixed,365,31,High,34.5,100.0,0,436.62
Toyota,2011,electric,13,350202.1,city,180,44,N/A,34.3,100.0,0,483.51
Honda,2014,diesel,10,208192.1,mixed,180,8,High,32.1,100.0,2,576.85
Toyota,2017,diesel,7,110439.7,highway,90,29,High,27.3,100.0,1,607.57
BMW,2011,diesel,13,318657.2,mixed,365,83,High,32.3,100.0,2,558.5
Chevrolet,2015,electric,9,178388.8,city,180,165,N/A,34.0,100.0,1,371.26
BMW,2019,electric,5,151022.1,city,180,59,N/A,35.4,100.0,0,338.52
Chevrolet,2015,diesel,9,161572.2,city,90,0,High,38.3,100.0,1,568.37
Honda,2020,diesel,4,50067.3,city,365,248,Medium,36.4,100.0,0,490.45
BMW,2016,diesel,8,140279.5,city,365,260,Medium,33.5,100.0,0,585.33
Honda,2015,gas,9,292191.7,mixed,90,62,Medium,32.1,100.0,1,575.12
Tesla,2018,gas,6,197707.3,highway,365,163,High,30.8,100.0,1,738.13
Ford,2010,gas,14,316603.6,city,365,320,Low,37.1,100.0,2,595.32
Chevrolet,2015,diesel,9,162817.6,city,90,77,Low,33.5,100.0,0,643.27
Honda,2012,diesel,12,150051.0,mixed,90,72,Low,34.9,100.0,2,784.28
Honda,2013,electric,11,289830.3,mixed,365,221,N/A,31.2,100.0,0,323.59
Toyota,2023,electric,1,21301.4,mixed,365,151,N/A,29.3,46.5,0,147.18
Tesla,2019,diesel,5,110917.5,city,90,3,High,31.8,100.0,2,818.09
BMW,2013,gas,11,117136.3,mixed,365,113,High,32.1,100.0,1,718.25
Honda,2012,gas,12,428112.9,highway,365,216,Medium,33.6,100.0,2,700.86
Toyota,2018,gas,6,78184.4,highway,90,67,Medium,30.8,100.0,0,425.85
Chevrolet,2023,electric,1,7122.4,mixed,365,280,N/A,33.1,20.9,0,53.89
Tesla,2023,diesel,1,21475.1,mixed,180,134,Medium,36.5,44.8,0,318.62
Honda,2014,gas,10,93990.4,mixed,180,140,Low,28.0,100.0,1,605.1
Tesla,2012,diesel,12,394923.0,city,365,195,Medium,26.6,100.0,1,666.55
Chevrolet,2011,gas,13,336441.3,highway,90,42,High,36.7,100.0,2,613.2
Tesla,2018,electric,6,116719.2,mixed,365,56,N/A,28.6,100.0,0,335.21
Honda,2012,diesel,12,149677.4,mixed,90,35,High,31.9,100.0,3,762.76
BMW,2019,electric,5,149002.4,city,180,141,N/A,34.8,100.0,0,490.35
Chevrolet,2021,electric,3,86476.5,highway,90,81,N/A,32.8,100.0,1,503.8
Chevrolet,2014,diesel,10,333681.9,mixed,365,71,High,32.8,100.0,0,591.85
Chevrolet,2019,gas,5,89232.7,highway,365,223,Medium,33.2,100.0,0,439.56
Honda,2014,diesel,10,186374.8,city,180,26,High,40.0,100.0,1,504.73
Chevrolet,2023,electric,1,9245.5,mixed,90,36,N/A,38.3,23.1,0,196.73
Chevrolet,2010,gas,14,336006.3,highway,90,86,Low,30.9,100.0,1,737.95
Toyota,2011,electric,13,351592.7,city,180,70,N/A,36.2,100.0,1,571.83
Ford,2016,gas,8,169459.1,highway,180,152,Low,34.5,100.0,0,510.32
Toyota,2013,diesel,11,360706.5,city,180,66,High,32.9,100.0,2,688.73
Toyota,2013,electric,11,263833.5,mixed,180,89,N/A,30.3,100.0,2,516.78
Honda,2012,diesel,12,298445.9,highway,365,259,Medium,34.4,100.0,2,759.14
Toyota,2011,electric,13,186182.7,mixed,90,78,N/A,32.1,100.0,2,423.01
Tesla,2011,gas,13,474678.6,city,180,95,Medium,31.9,100.0,1,588.31
Ford,2018,diesel,6,112445.5,city,90,73,Low,30.7,100.0,1,781.22
Chevrolet,2015,diesel,9,235462.7,highway,365,245,Medium,36.0,100.0,2,904.18
Toyota,2010,diesel,14,137537.9,highway,180,15,High,30.7,100.0,0,614.02
Chevrolet,2019,gas,5,127489.6,highway,365,156,High,30.7,100.0,0,339.6
Ford,2022,diesel,2,36983.2,highway,90,50,Medium,35.3,49.2,0,315.66
Chevrolet,2011,electric,13,269996.4,mixed,365,17,N/A,32.6,100.0,1,300.52
Chevrolet,2021,diesel,3,104541.5,highway,90,57,Medium,32.6,100.0,0,836.11
Chevrolet,2011,diesel,13,274553.3,mixed,180,171,Low,36.1,100.0,2,684.97
Chevrolet,2013,diesel,11,368147.1,mixed,365,15,High,36.9,100.0,1,689.31
BMW,2018,diesel,6,165436.8,city,365,239,Medium,26.6,100.0,2,958.16
Honda,2013,diesel,11,156705.0,mixed,90,1,High,32.6,100.0,0,623.14
Honda,2019,electric,5,41573.8,highway,365,55,N/A,28.8,51.0,0,106.72
Toyota,2016,gas,8,235299.5,city,90,78,Low,31.8,100.0,0,474.5
BMW,2013,gas,11,117513.0,mixed,365,102,High,33.0,100.0,3,808.51
BMW,2011,diesel,13,317306.1,mixed,365,283,Low,31.9,100.0,3,902.58
Toyota,2018,gas,6,75733.2,highway,90,64,Medium,29.9,100.0,1,518.88
Toyota,2010,diesel,14,507272.6,mixed,90,4,High,29.8,100.0,2,829.12
Toyota,2013,diesel,11,363010.0,city,180,105,Medium,35.2,100.0,0,550.07
Honda,2011,diesel,13,287250.8,mixed,180,21,High,37.6,100.0,2,825.81
BMW,2023,diesel,1,36227.9,mixed,90,12,High,26.8,66.7,0,338.36
Chevrolet,2023,electric,1,23838.1,city,180,64,N/A,32.0,56.2,0,126.67
BMW,2022,electric,2,70729.1,highway,90,15,N/A,35.2,93.0,0,410.01
BMW,2010,diesel,14,160352.7,highway,180,85,High,32.9,100.0,3,857.74
Ford,2010,gas,14,316335.9,city,365,319,Low,29.7,100.0,1,371.49
Ford,2010,gas,14,314759.3,city,365,31,High,31.6,100.0,1,438.58
Toyota,2018,gas,6,77229.0,highway,90,79,Low,33.9,100.0,2,653.27
BMW,2015,diesel,9,152500.0,mixed,365,50,High,32.1,100.0,0,651.8
Toyota,2013,diesel,11,373091.2,highway,365,78,High,32.9,100.0,0,620.67
Chevrolet,2023,electric,1,8055.0,mixed,90,57,N/A,32.9,17.8,0,66.06
Ford,2012,electric,12,231702.7,city,90,45,N/A,31.4,100.0,4,587.41
Chevrolet,2014,gas,10,172400.2,mixed,365,105,High,35.4,100.0,0,457.68
Tesla,2018,gas,6,196645.5,highway,365,62,High,31.6,100.0,0,558.19
Honda,2014,diesel,10,208378.8,mixed,180,75,High,30.0,100.0,1,634.33
Chevrolet,2014,diesel,10,189827.8,city,180,59,High,39.7,100.0,3,1020.01
Chevrolet,2011,electric,13,270389.6,mixed,365,320,N/A,32.8,100.0,0,293.22
Ford,2014,gas,10,278101.3,mixed,365,80,High,25.2,100.0,2,584.03
Toyota,2011,electric,13,184576.4,mixed,90,54,N/A,36.8,100.0,2,507.97
BMW,2021,electric,3,55414.4,city,365,242,N/A,36.8,100.0,0,306.18
Ford,2022,gas,2,29997.6,mixed,180,70,High,34.4,58.5,1,240.98
Tesla,2010,gas,14,259623.1,city,90,72,Low,34.9,100.0,0,430.53
BMW,2012,diesel,12,340759.8,highway,365,341,Low,39.5,100.0,3,698.04
Honda,2013,diesel,11,131234.7,city,180,153,Low,30.1,100.0,1,818.51
Tesla,2019,gas,5,168749.0,city,180,139,Low,33.4,100.0,0,513.12
Toyota,2017,diesel,7,109759.8,highway,90,70,Low,38.9,100.0,1,775.37
Chevrolet,2016,electric,8,62926.4,mixed,180,45,N/A,39.5,100.0,1,450.13
Toyota,2020,gas,4,104513.8,city,365,46,High,31.9,100.0,1,537.25
Toyota,2011,electric,13,350574.5,city,180,78,N/A,39.0,100.0,0,450.26
Honda,2014,gas,10,119578.3,mixed,365,148,High,35.4,100.0,0,447.71
Ford,2015,electric,9,229754.3,mixed,90,13,N/A,37.5,100.0,0,339.14
Honda,2018,diesel,6,80318.7,highway,90,1,High,35.3,100.0,3,622.15
Chevrolet,2021,diesel,3,105820.0,highway,90,71,Low,33.9,100.0,0,814.91
Honda,2012,diesel,12,298415.3,highway,365,126,High,39.6,100.0,0,509.48
Tesla,2019,diesel,5,112052.1,city,90,69,Low,31.4,100.0,1,786.51
Tesla,2012,gas,12,206303.3,mixed,180,100,Medium,38.7,100.0,0,542.8
Tesla,2011,gas,13,281226.1,city,365,261,Medium,39.2,100.0,1,610.97
Chevrolet,2017,gas,7,198582.9,mixed,90,89,Low,37.1,100.0,1,614.96
Ford,2012,electric,12,327456.7,mixed,180,125,N/A,32.8,100.0,2,355.78
Tesla,2023,electric,1,33612.0,city,365,102,N/A,33.7,96.4,0,334.0
Honda,2016,electric,8,148775.5,highway,365,36,N/A,29.2,100.0,2,477.63
BMW,2023,diesel,1,35188.0,mixed,90,13,High,31.6,64.4,0,384.06
Toyota,2023,gas,1,14382.5,mixed,90,36,High,34.9,33.7,0,93.9
Honda,2013,diesel,11,156662.0,mixed,90,7,High,28.7,100.0,0,725.51
Ford,2010,gas,14,317838.6,city,365,230,Medium,32.1,100.0,0,363.0
Ford,2022,gas,2,71101.1,highway,90,76,Low,38.8,99.4,0,507.19
BMW,2017,electric,7,127333.8,highway,180,140,N/A,32.5,100.0,0,440.94
Ford,2015,diesel,9,315770.8,mixed,180,39,High,36.1,100.0,0,556.28
Toyota,2015,gas,9,166504.8,mixed,90,57,Medium,34.7,100.0,1,544.82
Chevrolet,2010,electric,14,270791.9,mixed,90,17,N/A,32.1,100.0,0,410.61
Honda,2014,gas,10,95219.4,mixed,180,56,High,32.5,100.0,1,393.79
Chevrolet,2021,electric,3,87729.3,highway,90,82,N/A,33.5,100.0,0,356.06
BMW,2013,electric,11,157000.1,highway,90,37,N/A,26.8,100.0,1,652.01
Chevrolet,2017,diesel,7,109221.0,city,180,31,High,35.8,100.0,0,490.81
Ford,2010,gas,14,317972.0,city,365,193,Medium,32.6,100.0,1,538.15
Ford,2021,diesel,3,60952.2,highway,180,24,High,35.9,81.5,0,553.31
Tesla,2011,gas,13,259372.3,city,90,57,Medium,34.2,100.0,3,809.37
Chevrolet,2013,electric,11,143324.4,mixed,365,288,N/A,32.5,100.0,1,512.61
BMW,2013,diesel,11,192763.1,highway,180,87,High,33.6,100.0,1,677.14
Ford,2013,diesel,11,168373.4,highway,90,65,Medium,33.6,100.0,3,745.43
BMW,2013,gas,11,202646.4,mixed,180,157,Low,37.4,100.0,0,456.15
BMW,2010,electric,14,153519.8,highway,365,103,N/A,33.2,100.0,2,577.95
Chevrolet,2017,diesel,7,131697.5,mixed,180,33,High,33.9,100.0,1,696.86
Ford,2015,diesel,9,313310.9,mixed,180,101,Medium,29.2,100.0,2,700.06
Chevrolet,2017,diesel,7,110679.2,city,180,126,Medium,32.9,100.0,0,559.79
Tesla,2017,diesel,7,198574.5,city,180,68,High,37.4,100.0,2,739.52
Chevrolet,2011,gas,13,227028.5,mixed,365,295,Low,34.3,100.0,2,625.92
BMW,2016,electric,8,195391.6,city,365,178,N/A,29.8,100.0,2,589.2
BMW,2011,diesel,13,316490.4,mixed,365,79,High,30.1,100.0,2,630.47
Chevrolet,2020,electric,4,90962.8,city,90,12,N/A,30.8,100.0,1,386.81
BMW,2022,diesel,2,46180.7,city,180,30,High,36.0,100.0,1,598.77
Chevrolet,2015,electric,9,259781.2,highway,90,38,N/A,35.6,100.0,0,422.26
Toyota,2010,diesel,14,425017.0,city,90,62,Medium,25.0,100.0,2,961.02
BMW,2012,gas,12,321254.8,mixed,180,47,High,32.8,100.0,0,366.62
Tesla,2017,gas,7,58401.3,mixed,365,86,High,33.4,100.0,1,421.48
Chevrolet,2021,diesel,3,106692.4,highway,90,47,Medium,30.1,100.0,0,669.08
Tesla,2014,diesel,10,211993.0,city,180,60,High,31.8,100.0,2,643.59
Toyota,2018,gas,6,77027.6,highway,90,11,High,37.0,100.0,0,448.86
Tesla,2010,diesel,14,388752.6,city,365,333,Low,34.2,100.0,3,958.92
BMW,2016,gas,8,261470.5,mixed,365,273,Medium,31.5,100.0,0,480.56
Chevrolet,2020,electric,4,90060.3,city,90,26,N/A,32.4,100.0,0,349.34
Toyota,2020,gas,4,102134.3,city,365,283,Low,32.3,100.0,0,416.38
Chevrolet,2016,electric,8,63542.1,mixed,180,79,N/A,33.8,100.0,1,482.42
Chevrolet,2023,electric,1,24847.3,city,180,179,N/A,28.7,59.6,0,86.49
Tesla,2018,diesel,6,208073.3,mixed,365,271,Medium,31.0,100.0,2,893.16
Chevrolet,2021,diesel,3,105747.4,highway,90,76,Low,36.1,100.0,0,837.32
Chevrolet,2019,gas,5,88348.5,highway,365,220,Medium,32.8,100.0,1,563.05
Toyota,2022,diesel,2,35261.3,city,365,281,Low,30.5,87.0,1,742.6
Honda,2014,diesel,10,186794.5,city,180,27,High,30.6,100.0,1,647.65
Ford,2016,diesel,8,137545.9,highway,180,104,Medium,35.2,100.0,1,846.83
Toyota,2010,diesel,14,147936.7,mixed,90,76,Low,31.4,100.0,0,697.17
Chevrolet,2014,diesel,10,189946.6,city,180,163,Low,34.5,100.0,1,736.59
Chevrolet,2010,electric,14,270970.8,mixed,90,8,N/A,31.1,100.0,1,478.74
Ford,2011,gas,13,152029.7,highway,180,174,Low,29.6,100.0,0,553.92
Chevrolet,2020,electric,4,89335.7,city,90,77,N/A,33.7,100.0,0,354.15
Ford,2016,diesel,8,137437.3,highway,180,50,High,32.7,100.0,2,634.91
Chevrolet,2013,electric,11,144099.4,mixed,365,75,N/A,35.1,100.0,1,331.63
Toyota,2013,diesel,11,374435.6,highway,365,244,Medium,35.7,100.0,0,664.68
Tesla,2014,electric,10,284832.9,city,365,121,N/A,31.9,100.0,1,560.5
Ford,2012,electric,12,329335.5,mixed,180,31,N/A,34.0,100.0,1,409.14
Honda,2011,diesel,13,289143.2,mixed,180,56,High,31.8,100.0,6,1250.04
BMW,2013,diesel,11,192454.3,highway,180,53,High,34.9,100.0,1,620.05
Tesla,2011,gas,13,262469.3,city,90,15,High,33.7,100.0,2,580.31
Chevrolet,2020,electric,4,90956.3,city,90,61,N/A,31.1,100.0,1,454.59
Honda,2021,electric,3,96740.5,highway,90,83,N/A,30.9,100.0,1,497.93
Tesla,2017,diesel,7,200187.0,city,180,55,High,33.8,100.0,1,743.71
Toyota,2023,electric,1,20636.7,mixed,365,278,N/A,36.5,41.1,0,189.81
Tesla,2012,electric,12,131625.7,highway,365,272,N/A,35.7,100.0,1,485.57
Toyota,2020,electric,4,131776.7,city,365,165,N/A,30.2,100.0,0,367.52
Honda,2020,diesel,4,46748.7,city,365,157,High,30.5,100.0,1,750.9
Chevrolet,2015,electric,9,177214.2,city,180,77,N/A,30.9,100.0,1,446.2
Chevrolet,2017,diesel,7,130713.3,city,365,21,High,31.2,100.0,0,484.66
Toyota,2013,electric,11,265754.7,mixed,180,107,N/A,27.6,100.0,0,382.67
BMW,2013,electric,11,155343.8,highway,90,16,N/A,35.4,100.0,1,590.82
Toyota,2017,diesel,7,241189.2,highway,365,251,Medium,31.6,100.0,2,542.4
Honda,2021,gas,3,102925.7,highway,90,14,High,34.4,100.0,0,469.72
Tesla,2012,gas,12,205139.6,mixed,180,113,Medium,32.1,100.0,2,615.53
Toyota,2010,diesel,14,147427.7,mixed,90,47,Medium,32.9,100.0,3,1018.6
BMW,2019,electric,5,151200.2,city,180,159,N/A,30.9,100.0,0,441.41
Chevrolet,2011,gas,13,227829.7,mixed,365,204,Medium,32.9,100.0,1,538.12
Tesla,2014,diesel,10,211776.2,city,180,112,Medium,30.4,100.0,1,591.97
Tesla,2014,gas,10,112970.2,highway,90,39,High,32.9,100.0,2,543.73
Chevrolet,2014,diesel,10,188576.0,city,180,96,Medium,37.4,100.0,0,723.51
Tesla,2020,gas,4,142295.7,mixed,90,56,Medium,34.6,100.0,0,494.98
Chevrolet,2015,diesel,9,161374.5,city,90,57,Medium,33.9,100.0,0,687.4
Ford,2022,diesel,2,37398.7,highway,90,15,High,29.0,47.1,0,154.13
BMW,2019,electric,5,149533.7,city,180,155,N/A,34.7,100.0,1,391.99
Ford,2015,electric,9,229657.7,mixed,90,0,N/A,35.0,100.0,0,409.16
Tesla,2015,electric,9,198012.5,mixed,90,40,N/A,33.8,100.0,2,469.57
Chevrolet,2014,diesel,10,332008.7,mixed,365,47,High,33.6,100.0,2,706.55
Honda,2014,gas,10,98485.9,mixed,365,107,High,32.6,100.0,0,436.18
BMW,2016,gas,8,260409.9,mixed,365,160,High,34.9,100.0,0,414.53
Honda,2022,diesel,2,70288.0,mixed,365,160,High,37.2,100.0,0,470.73
Tesla,2020,gas,4,143262.3,mixed,90,81,Low,34.0,100.0,1,645.13
Ford,2014,diesel,10,264688.6,mixed,365,150,High,30.1,100.0,0,424.1
BMW,2012,gas,12,372599.9,city,90,59,Medium,30.3,100.0,2,657.85
Chevrolet,2011,gas,13,336189.4,highway,90,86,Low,35.2,100.0,0,539.86
Honda,2022,diesel,2,51617.9,city,90,78,Low,30.1,100.0,0,730.54
BMW,2015,gas,9,163792.9,mixed,180,29,High,33.6,100.0,1,409.05
BMW,2017,electric,7,127804.7,highway,180,44,N/A,32.0,100.0,1,559.53
Chevrolet,2011,electric,13,270564.1,mixed,365,79,N/A,29.8,100.0,2,469.84
Chevrolet,2015,electric,9,257997.7,highway,90,38,N/A,35.5,100.0,0,451.44
Tesla,2017,gas,7,58223.9,mixed,365,239,Medium,35.1,100.0,0,577.43
BMW,2017,electric,7,128031.2,highway,180,44,N/A,28.9,100.0,1,535.97
Ford,2015,electric,9,291488.1,highway,180,77,N/A,34.4,100.0,1,443.51
Chevrolet,2013,diesel,11,368265.2,mixed,365,336,Low,34.0,100.0,0,600.09
Ford,2022,diesel,2,27673.9,mixed,365,348,Low,35.5,60.1,0,472.13
Tesla,2011,gas,13,473836.8,city,180,31,High,33.5,100.0,1,529.35
BMW,2012,diesel,12,340490.4,highway,365,279,Low,37.3,100.0,2,609.98
Ford,2010,gas,14,315836.1,city,365,115,High,32.6,100.0,1,470.98
Tesla,2019,diesel,5,111053.2,city,90,12,High,32.2,100.0,0,657.84
Ford,2018,diesel,6,157080.2,highway,180,147,Low,30.1,100.0,0,723.29
Chevrolet,2021,diesel,3,91908.8,mixed,180,78,High,30.2,100.0,1,650.16
Honda,2016,electric,8,146804.2,highway,365,311,N/A,29.9,100.0,0,387.48
Chevrolet,2010,diesel,14,409102.3,mixed,180,52,High,33.7,100.0,1,652.57
BMW,2014,electric,10,77402.8,mixed,365,67,N/A,32.2,100.0,0,502.99
Chevrolet,2010,diesel,14,408403.3,mixed,180,33,High,34.0,100.0,1,517.29
Tesla,2014,electric,10,284434.2,city,365,283,N/A,29.4,100.0,1,339.1
Chevrolet,2014,diesel,10,189802.8,city,180,49,High,30.4,100.0,3,1006.84
Toyota,2013,electric,11,266568.8,mixed,180,129,N/A,30.4,100.0,2,517.49
BMW,2016,electric,8,194072.3,city,365,248,N/A,39.5,100.0,2,595.41
Ford,2020,gas,4,114925.5,highway,365,110,High,32.5,100.0,0,352.3
Toyota,2011,electric,13,349408.0,city,180,93,N/A,32.8,100.0,3,602.85
Chevrolet,2015,diesel,9,236882.3,highway,365,178,High,32.8,100.0,0,636.32
BMW,2013,diesel,11,192576.0,highway,180,46,High,37.7,100.0,0,539.29
Toyota,2013,electric,11,265193.0,mixed,180,25,N/A,28.2,100.0,1,420.83
Chevrolet,2023,electric,1,7453.1,mixed,365,339,N/A,32.8,11.1,0,130.43
Chevrolet,2023,electric,1,25080.7,city,180,105,N/A,28.1,69.9,0,262.49
Tesla,2020,gas,4,39958.1,highway,365,91,High,25.9,50.7,0,190.05
Tesla,2020,gas,4,142450.5,mixed,90,83,Low,30.8,100.0,1,652.04
Tesla,2014,electric,10,320134.5,highway,180,74,N/A,34.2,100.0,0,391.15
Ford,2022,gas,2,72003.2,highway,90,73,Low,30.6,100.0,0,459.22
Honda,2012,diesel,12,297117.6,highway,365,296,Low,34.2,100.0,0,641.81
Chevrolet,2010,electric,14,270165.1,mixed,90,51,N/A,33.3,100.0,0,374.88
Toyota,2011,electric,13,351400.8,city,180,81,N/A,32.6,100.0,3,678.3
Ford,2022,diesel,2,30231.9,mixed,365,133,High,36.8,57.5,1,223.49
Ford,2016,electric,8,194568.1,highway,365,329,N/A,31.2,100.0,0,433.89
Tesla,2018,electric,6,115896.7,mixed,365,65,N/A,34.1,100.0,0,409.75
Tesla,2014,electric,10,322688.2,highway,180,23,N/A,27.6,100.0,1,426.13
Toyota,2015,gas,9,166066.7,mixed,90,37,High,33.3,100.0,0,524.26
Chevrolet,2017,diesel,7,131790.2,city,365,27,High,32.2,100.0,1,513.61
Chevrolet,2021,gas,3,81883.3,city,365,116,High,29.5,100.0,0,475.81
Toyota,2018,gas,6,74312.2,highway,90,65,Medium,34.2,100.0,0,436.41
Honda,2022,diesel,2,68713.3,mixed,365,316,Low,30.8,100.0,0,578.85
Honda,2022,electric,2,47216.5,mixed,365,324,N/A,38.2,94.9,0,336.29
Toyota,2023,gas,1,13611.1,mixed,90,74,Low,25.7,30.3,0,103.13
Ford,2020,gas,4,115235.3,highway,365,201,Medium,33.7,100.0,0,532.75
Ford,2016,diesel,8,134536.5,highway,180,170,Low,33.1,100.0,0,863.94
BMW,2013,electric,11,156771.8,highway,90,58,N/A,32.2,100.0,3,749.03
Chevrolet,2011,gas,13,226704.9,mixed,365,14,High,31.4,100.0,0,355.88
Ford,2012,electric,12,329890.5,mixed,180,104,N/A,33.2,100.0,2,458.42
BMW,2012,gas,12,319469.8,mixed,180,164,Low,36.2,100.0,1,665.88
Ford,2019,gas,5,52042.8,city,365,198,Medium,28.0,100.0,0,628.85
Ford,2010,electric,14,343480.3,city,180,147,N/A,30.6,100.0,2,470.27
Honda,2020,diesel,4,132483.3,city,180,97,Medium,29.8,100.0,0,627.22
Honda,2020,diesel,4,47613.6,city,365,34,High,29.7,100.0,1,795.43
Honda,2018,diesel,6,78260.8,highway,90,33,High,34.0,100.0,0,464.62
Toyota,2017,diesel,7,255275.0,mixed,90,85,Low,34.8,100.0,1,576.85
Chevrolet,2023,diesel,1,12681.2,highway,180,30,High,36.2,13.0,0,271.0
Chevrolet,2021,diesel,3,105704.3,highway,90,86,Low,34.8,100.0,1,934.64
Ford,2015,diesel,9,315240.7,mixed,180,18,High,35.1,100.0,0,566.58
Chevrolet,2020,electric,4,90793.6,city,90,67,N/A,28.8,100.0,1,320.49
Toyota,2011,electric,13,350225.1,city,180,23,N/A,37.5,100.0,1,559.49
BMW,2013,electric,11,155616.9,highway,90,83,N/A,32.4,100.0,1,490.07
Honda,2015,gas,9,292206.7,mixed,90,38,High,36.1,100.0,2,605.84
Toyota,2013,diesel,11,373369.2,highway,365,347,Low,28.9,100.0,3,1063.91
Tesla,2013,diesel,11,140958.9,mixed,365,181,High,32.3,100.0,2,500.13
Ford,2014,gas,10,278071.9,mixed,365,146,High,35.8,100.0,0,505.28
Chevrolet,2023,electric,1,6200.9,mixed,365,175,N/A,33.1,14.8,0,138.8
Chevrolet,2021,diesel,3,105402.9,highway,90,34,High,30.7,100.0,1,734.14
Ford,2018,diesel,6,112909.2,city,90,31,High,36.9,100.0,0,506.87
Honda,2014,diesel,10,187562.4,city,180,174,Low,29.5,100.0,1,537.86
Tesla,2019,gas,5,167779.7,city,180,46,High,32.9,100.0,1,468.19
Tesla,2014,gas,10,255516.1,highway,90,63,Medium,34.9,100.0,1,436.66
Toyota,2012,diesel,12,87657.8,highway,180,173,Low,39.3,100.0,4,873.29
Honda,2011,diesel,13,288729.3,mixed,180,102,Medium,31.6,100.0,1,725.26
